Datum;kWh;kW;Status
01.06.2023 09:45;0,000000;0.000000;VALID
01.06.2023 10:00;0,000000;0.000000;VALID
01.06.2023 10:15;0,001000;0.004000;VALID
01.06.2023 10:30;0,168000;0.672000;VALID
01.06.2023 10:45;0,205000;0.820000;VALID
01.06.2023 11:00;0,001000;0.004000;VALID
01.06.2023 11:15;0,332000;1.328000;VALID
01.06.2023 11:30;0,470000;1.880000;VALID
01.06.2023 11:45;0,163000;0.652000;VALID
01.06.2023 12:00;0,000000;0.000000;VALID
01.06.2023 12:15;0,000000;0.000000;VALID
01.06.2023 12:30;0,000000;0.000000;VALID
01.06.2023 12:45;0,000000;0.000000;VALID
01.06.2023 13:00;0,004000;0.016000;VALID
01.06.2023 13:15;0,006000;0.024000;VALID
01.06.2023 13:30;0,008000;0.032000;VALID
01.06.2023 13:45;0,037000;0.148000;VALID
01.06.2023 14:00;0,000000;0.000000;VALID
01.06.2023 14:15;0,000000;0.000000;VALID
01.06.2023 14:30;0,000000;0.000000;VALID
01.06.2023 14:45;0,000000;0.000000;VALID
01.06.2023 15:00;0,000000;0.000000;VALID
01.06.2023 15:15;0,000000;0.000000;VALID
01.06.2023 15:30;0,000000;0.000000;VALID
01.06.2023 15:45;0,000000;0.000000;VALID
01.06.2023 16:00;0,180000;0.720000;VALID
01.06.2023 16:15;0,187000;0.748000;VALID
01.06.2023 16:30;0,109000;0.436000;VALID
01.06.2023 16:45;0,082000;0.328000;VALID
01.06.2023 17:00;0,215000;0.860000;VALID
01.06.2023 17:15;0,005000;0.020000;VALID
01.06.2023 17:30;0,001000;0.004000;VALID
01.06.2023 17:45;0,000000;0.000000;VALID
01.06.2023 18:00;0,000000;0.000000;VALID
01.06.2023 18:15;0,008000;0.032000;VALID
01.06.2023 18:30;0,018000;0.072000;VALID
01.06.2023 18:45;0,008000;0.032000;VALID
01.06.2023 19:00;0,017000;0.068000;VALID
01.06.2023 19:15;0,051000;0.204000;VALID
01.06.2023 19:30;0,040000;0.160000;VALID
01.06.2023 19:45;0,006000;0.024000;VALID
01.06.2023 20:00;0,022000;0.088000;VALID
01.06.2023 20:15;0,027000;0.108000;VALID
01.06.2023 20:30;0,038000;0.152000;VALID
01.06.2023 20:45;0,057000;0.228000;VALID
01.06.2023 21:00;0,057000;0.228000;VALID
01.06.2023 21:15;0,042000;0.168000;VALID
01.06.2023 21:30;0,027000;0.108000;VALID
01.06.2023 21:45;0,025000;0.100000;VALID
01.06.2023 22:00;0,029000;0.116000;VALID
01.06.2023 22:15;0,024000;0.096000;VALID
01.06.2023 22:30;0,029000;0.116000;VALID
01.06.2023 22:45;0,032000;0.128000;VALID
01.06.2023 23:00;0,020000;0.080000;VALID
01.06.2023 23:15;0,053000;0.212000;VALID
01.06.2023 23:30;0,085000;0.340000;VALID
01.06.2023 23:45;0,054000;0.216000;VALID
02.06.2023 00:00;0,041000;0.164000;VALID
02.06.2023 00:15;0,042000;0.168000;VALID
02.06.2023 00:30;0,040000;0.160000;VALID
02.06.2023 00:45;0,030000;0.120000;VALID
02.06.2023 01:00;0,023000;0.092000;VALID
02.06.2023 01:15;0,023000;0.092000;VALID
02.06.2023 01:30;0,022000;0.088000;VALID
02.06.2023 01:45;0,022000;0.088000;VALID
02.06.2023 02:00;0,036000;0.144000;VALID
02.06.2023 02:15;0,046000;0.184000;VALID
02.06.2023 02:30;0,039000;0.156000;VALID
02.06.2023 02:45;0,042000;0.168000;VALID
02.06.2023 03:00;0,022000;0.088000;VALID
02.06.2023 03:15;0,014000;0.056000;VALID
02.06.2023 03:30;0,013000;0.052000;VALID
02.06.2023 03:45;0,025000;0.100000;VALID
02.06.2023 04:00;0,045000;0.180000;VALID
02.06.2023 04:15;0,034000;0.136000;VALID
02.06.2023 04:30;0,013000;0.052000;VALID
02.06.2023 04:45;0,022000;0.088000;VALID
02.06.2023 05:00;0,155000;0.620000;VALID
02.06.2023 05:15;0,057000;0.228000;VALID
02.06.2023 05:30;0,050000;0.200000;VALID
02.06.2023 05:45;0,044000;0.176000;VALID
02.06.2023 06:00;0,043000;0.172000;VALID
02.06.2023 06:15;0,053000;0.212000;VALID
02.06.2023 06:30;0,072000;0.288000;VALID
02.06.2023 06:45;0,098000;0.392000;VALID
02.06.2023 07:00;0,026000;0.104000;VALID
02.06.2023 07:15;0,031000;0.124000;VALID
02.06.2023 07:30;0,037000;0.148000;VALID
02.06.2023 07:45;0,041000;0.164000;VALID
02.06.2023 08:00;0,040000;0.160000;VALID
02.06.2023 08:15;0,015000;0.060000;VALID
02.06.2023 08:30;0,027000;0.108000;VALID
02.06.2023 08:45;0,021000;0.084000;VALID
02.06.2023 09:00;0,027000;0.108000;VALID
02.06.2023 09:15;0,006000;0.024000;VALID
02.06.2023 09:30;0,000000;0.000000;VALID
02.06.2023 09:45;0,000000;0.000000;VALID
02.06.2023 10:00;0,000000;0.000000;VALID
02.06.2023 10:15;0,001000;0.004000;VALID
02.06.2023 10:30;0,000000;0.000000;VALID
02.06.2023 10:45;0,000000;0.000000;VALID
02.06.2023 11:00;0,000000;0.000000;VALID
02.06.2023 11:15;0,000000;0.000000;VALID
02.06.2023 11:30;0,000000;0.000000;VALID
02.06.2023 11:45;0,000000;0.000000;VALID
02.06.2023 12:00;0,000000;0.000000;VALID
02.06.2023 12:15;0,000000;0.000000;VALID
02.06.2023 12:30;0,000000;0.000000;VALID
02.06.2023 12:45;0,001000;0.004000;VALID
02.06.2023 13:00;0,001000;0.004000;VALID
02.06.2023 13:15;0,003000;0.012000;VALID
02.06.2023 13:30;0,000000;0.000000;VALID
02.06.2023 13:45;0,001000;0.004000;VALID
02.06.2023 14:00;0,000000;0.000000;VALID
02.06.2023 14:15;0,000000;0.000000;VALID
02.06.2023 14:30;0,001000;0.004000;VALID
02.06.2023 14:45;0,001000;0.004000;VALID
02.06.2023 15:00;0,000000;0.000000;VALID
02.06.2023 15:15;0,000000;0.000000;VALID
02.06.2023 15:30;0,000000;0.000000;VALID
02.06.2023 15:45;0,000000;0.000000;VALID
02.06.2023 16:00;0,000000;0.000000;VALID
02.06.2023 16:15;0,000000;0.000000;VALID
02.06.2023 16:30;0,180000;0.720000;VALID
02.06.2023 16:45;0,260000;1.040000;VALID
02.06.2023 17:00;0,818000;3.272000;VALID
02.06.2023 17:15;1,203000;4.812000;VALID
02.06.2023 17:30;1,569000;6.276000;VALID
02.06.2023 17:45;1,768000;7.072000;VALID
02.06.2023 18:00;1,820000;7.280000;VALID
02.06.2023 18:15;1,870000;7.480000;VALID
02.06.2023 18:30;1,470000;5.880000;VALID
02.06.2023 18:45;0,011000;0.044000;VALID
02.06.2023 19:00;0,000000;0.000000;VALID
02.06.2023 19:15;0,000000;0.000000;VALID
02.06.2023 19:30;0,004000;0.016000;VALID
02.06.2023 19:45;0,021000;0.084000;VALID
02.06.2023 20:00;0,045000;0.180000;VALID
02.06.2023 20:15;0,041000;0.164000;VALID
02.06.2023 20:30;0,048000;0.192000;VALID
02.06.2023 20:45;0,050000;0.200000;VALID
02.06.2023 21:00;0,057000;0.228000;VALID
02.06.2023 21:15;0,037000;0.148000;VALID
02.06.2023 21:30;0,028000;0.112000;VALID
02.06.2023 21:45;0,014000;0.056000;VALID
02.06.2023 22:00;0,021000;0.084000;VALID
02.06.2023 22:15;0,025000;0.100000;VALID
02.06.2023 22:30;0,038000;0.152000;VALID
02.06.2023 22:45;0,045000;0.180000;VALID
02.06.2023 23:00;0,044000;0.176000;VALID
02.06.2023 23:15;0,026000;0.104000;VALID
02.06.2023 23:30;0,025000;0.100000;VALID
02.06.2023 23:45;0,024000;0.096000;VALID
03.06.2023 00:00;0,013000;0.052000;VALID
03.06.2023 00:15;0,017000;0.068000;VALID
03.06.2023 00:30;0,030000;0.120000;VALID
03.06.2023 00:45;0,038000;0.152000;VALID
03.06.2023 01:00;0,034000;0.136000;VALID
03.06.2023 01:15;0,033000;0.132000;VALID
03.06.2023 01:30;0,029000;0.116000;VALID
03.06.2023 01:45;0,022000;0.088000;VALID
03.06.2023 02:00;0,029000;0.116000;VALID
03.06.2023 02:15;0,042000;0.168000;VALID
03.06.2023 02:30;0,029000;0.116000;VALID
03.06.2023 02:45;0,013000;0.052000;VALID
03.06.2023 03:00;0,013000;0.052000;VALID
03.06.2023 03:15;0,018000;0.072000;VALID
03.06.2023 03:30;0,025000;0.100000;VALID
03.06.2023 03:45;0,046000;0.184000;VALID
03.06.2023 04:00;0,045000;0.180000;VALID
03.06.2023 04:15;0,036000;0.144000;VALID
03.06.2023 04:30;0,021000;0.084000;VALID
03.06.2023 04:45;0,024000;0.096000;VALID
03.06.2023 05:00;0,024000;0.096000;VALID
03.06.2023 05:15;0,084000;0.336000;VALID
03.06.2023 05:30;0,031000;0.124000;VALID
03.06.2023 05:45;0,033000;0.132000;VALID
03.06.2023 06:00;0,031000;0.124000;VALID
03.06.2023 06:15;0,026000;0.104000;VALID
03.06.2023 06:30;0,038000;0.152000;VALID
03.06.2023 06:45;0,163000;0.652000;VALID
03.06.2023 07:00;0,125000;0.500000;VALID
03.06.2023 07:15;0,186000;0.744000;VALID
03.06.2023 07:30;0,073000;0.292000;VALID
03.06.2023 07:45;0,035000;0.140000;VALID
03.06.2023 08:00;0,031000;0.124000;VALID
03.06.2023 08:15;0,025000;0.100000;VALID
03.06.2023 08:30;0,028000;0.112000;VALID
03.06.2023 08:45;0,020000;0.080000;VALID
03.06.2023 09:00;0,010000;0.040000;VALID
03.06.2023 09:15;0,000000;0.000000;VALID
03.06.2023 09:30;0,000000;0.000000;VALID
03.06.2023 09:45;0,000000;0.000000;VALID
03.06.2023 10:00;0,000000;0.000000;VALID
03.06.2023 10:15;0,000000;0.000000;VALID
03.06.2023 10:30;0,000000;0.000000;VALID
03.06.2023 10:45;0,000000;0.000000;VALID
03.06.2023 11:00;0,000000;0.000000;VALID
03.06.2023 11:15;0,000000;0.000000;VALID
03.06.2023 11:30;0,000000;0.000000;VALID
03.06.2023 11:45;0,000000;0.000000;VALID
03.06.2023 12:00;0,000000;0.000000;VALID
03.06.2023 12:15;0,000000;0.000000;VALID
03.06.2023 12:30;0,000000;0.000000;VALID
03.06.2023 12:45;0,000000;0.000000;VALID
03.06.2023 13:00;0,000000;0.000000;VALID
03.06.2023 13:15;0,000000;0.000000;VALID
03.06.2023 13:30;0,000000;0.000000;VALID
03.06.2023 13:45;0,001000;0.004000;VALID
03.06.2023 14:00;0,000000;0.000000;VALID
03.06.2023 14:15;0,000000;0.000000;VALID
03.06.2023 14:30;0,000000;0.000000;VALID
03.06.2023 14:45;0,000000;0.000000;VALID
03.06.2023 15:00;0,000000;0.000000;VALID
03.06.2023 15:15;0,357000;1.428000;VALID
03.06.2023 15:30;0,158000;0.632000;VALID
03.06.2023 15:45;0,339000;1.356000;VALID
03.06.2023 16:00;0,112000;0.448000;VALID
03.06.2023 16:15;0,000000;0.000000;VALID
03.06.2023 16:30;0,000000;0.000000;VALID
03.06.2023 16:45;0,000000;0.000000;VALID
03.06.2023 17:00;0,009000;0.036000;VALID
03.06.2023 17:15;0,003000;0.012000;VALID
03.06.2023 17:30;0,000000;0.000000;VALID
03.06.2023 17:45;0,001000;0.004000;VALID
03.06.2023 18:00;1,206000;4.824000;VALID
03.06.2023 18:15;1,805000;7.220000;VALID
03.06.2023 18:30;1,812000;7.248000;VALID
03.06.2023 18:45;1,831000;7.324000;VALID
03.06.2023 19:00;1,842000;7.368000;VALID
03.06.2023 19:15;1,828000;7.312000;VALID
03.06.2023 19:30;0,562000;2.248000;VALID
03.06.2023 19:45;0,033000;0.132000;VALID
03.06.2023 20:00;0,050000;0.200000;VALID
03.06.2023 20:15;0,062000;0.248000;VALID
03.06.2023 20:30;0,043000;0.172000;VALID
03.06.2023 20:45;0,037000;0.148000;VALID
03.06.2023 21:00;0,031000;0.124000;VALID
03.06.2023 21:15;0,029000;0.116000;VALID
03.06.2023 21:30;0,034000;0.136000;VALID
03.06.2023 21:45;0,050000;0.200000;VALID
03.06.2023 22:00;0,034000;0.136000;VALID
03.06.2023 22:15;0,017000;0.068000;VALID
03.06.2023 22:30;0,016000;0.064000;VALID
03.06.2023 22:45;0,027000;0.108000;VALID
03.06.2023 23:00;0,034000;0.136000;VALID
03.06.2023 23:15;0,044000;0.176000;VALID
03.06.2023 23:30;0,048000;0.192000;VALID
03.06.2023 23:45;0,044000;0.176000;VALID
04.06.2023 00:00;0,037000;0.148000;VALID
04.06.2023 00:15;0,029000;0.116000;VALID
04.06.2023 00:30;0,017000;0.068000;VALID
04.06.2023 00:45;0,015000;0.060000;VALID
04.06.2023 01:00;0,021000;0.084000;VALID
04.06.2023 01:15;0,043000;0.172000;VALID
04.06.2023 01:30;0,042000;0.168000;VALID
04.06.2023 01:45;0,016000;0.064000;VALID
04.06.2023 02:00;0,015000;0.060000;VALID
04.06.2023 02:15;0,015000;0.060000;VALID
04.06.2023 02:30;0,027000;0.108000;VALID
04.06.2023 02:45;0,051000;0.204000;VALID
04.06.2023 03:00;0,051000;0.204000;VALID
04.06.2023 03:15;0,044000;0.176000;VALID
04.06.2023 03:30;0,029000;0.116000;VALID
04.06.2023 03:45;0,025000;0.100000;VALID
04.06.2023 04:00;0,027000;0.108000;VALID
04.06.2023 04:15;0,018000;0.072000;VALID
04.06.2023 04:30;0,018000;0.072000;VALID
04.06.2023 04:45;0,032000;0.128000;VALID
04.06.2023 05:00;0,040000;0.160000;VALID
04.06.2023 05:15;0,027000;0.108000;VALID
04.06.2023 05:30;0,267000;1.068000;VALID
04.06.2023 05:45;0,518000;2.072000;VALID
04.06.2023 06:00;0,591000;2.364000;VALID
04.06.2023 06:15;0,108000;0.432000;VALID
04.06.2023 06:30;0,100000;0.400000;VALID
04.06.2023 06:45;0,073000;0.292000;VALID
04.06.2023 07:00;0,117000;0.468000;VALID
04.06.2023 07:15;0,051000;0.204000;VALID
04.06.2023 07:30;0,046000;0.184000;VALID
04.06.2023 07:45;0,043000;0.172000;VALID
04.06.2023 08:00;0,063000;0.252000;VALID
04.06.2023 08:15;0,140000;0.560000;VALID
04.06.2023 08:30;0,419000;1.676000;VALID
04.06.2023 08:45;0,708000;2.832000;VALID
04.06.2023 09:00;0,654000;2.616000;VALID
04.06.2023 09:15;0,578000;2.312000;VALID
04.06.2023 09:30;0,164000;0.656000;VALID
04.06.2023 09:45;0,052000;0.208000;VALID
04.06.2023 10:00;0,319000;1.276000;VALID
04.06.2023 10:15;0,016000;0.064000;VALID
04.06.2023 10:30;0,058000;0.232000;VALID
04.06.2023 10:45;0,006000;0.024000;VALID
04.06.2023 11:00;0,476000;1.904000;VALID
04.06.2023 11:15;0,981000;3.924000;VALID
04.06.2023 11:30;0,019000;0.076000;VALID
04.06.2023 11:45;0,003000;0.012000;VALID
04.06.2023 12:00;0,000000;0.000000;VALID
04.06.2023 12:15;0,000000;0.000000;VALID
04.06.2023 12:30;0,004000;0.016000;VALID
04.06.2023 12:45;0,025000;0.100000;VALID
04.06.2023 13:00;0,003000;0.012000;VALID
04.06.2023 13:15;0,022000;0.088000;VALID
04.06.2023 13:30;0,008000;0.032000;VALID
04.06.2023 13:45;0,000000;0.000000;VALID
04.06.2023 14:00;0,002000;0.008000;VALID
04.06.2023 14:15;0,000000;0.000000;VALID
04.06.2023 14:30;0,000000;0.000000;VALID
04.06.2023 14:45;0,000000;0.000000;VALID
04.06.2023 15:00;0,000000;0.000000;VALID
04.06.2023 15:15;0,000000;0.000000;VALID
04.06.2023 15:30;0,000000;0.000000;VALID
04.06.2023 15:45;0,000000;0.000000;VALID
04.06.2023 16:00;0,000000;0.000000;VALID
04.06.2023 16:15;0,000000;0.000000;VALID
04.06.2023 16:30;0,000000;0.000000;VALID
04.06.2023 16:45;0,000000;0.000000;VALID
04.06.2023 17:00;0,086000;0.344000;VALID
04.06.2023 17:15;0,018000;0.072000;VALID
04.06.2023 17:30;0,002000;0.008000;VALID
04.06.2023 17:45;0,001000;0.004000;VALID
04.06.2023 18:00;0,000000;0.000000;VALID
04.06.2023 18:15;0,000000;0.000000;VALID
04.06.2023 18:30;0,002000;0.008000;VALID
04.06.2023 18:45;0,010000;0.040000;VALID
04.06.2023 19:00;0,015000;0.060000;VALID
04.06.2023 19:15;0,030000;0.120000;VALID
04.06.2023 19:30;0,043000;0.172000;VALID
04.06.2023 19:45;0,043000;0.172000;VALID
04.06.2023 20:00;0,059000;0.236000;VALID
04.06.2023 20:15;0,049000;0.196000;VALID
04.06.2023 20:30;0,049000;0.196000;VALID
04.06.2023 20:45;0,043000;0.172000;VALID
04.06.2023 21:00;0,036000;0.144000;VALID
04.06.2023 21:15;0,034000;0.136000;VALID
04.06.2023 21:30;0,077000;0.308000;VALID
04.06.2023 21:45;0,028000;0.112000;VALID
04.06.2023 22:00;0,032000;0.128000;VALID
04.06.2023 22:15;0,023000;0.092000;VALID
04.06.2023 22:30;0,037000;0.148000;VALID
04.06.2023 22:45;0,048000;0.192000;VALID
04.06.2023 23:00;0,035000;0.140000;VALID
04.06.2023 23:15;0,041000;0.164000;VALID
04.06.2023 23:30;0,037000;0.148000;VALID
04.06.2023 23:45;0,031000;0.124000;VALID
05.06.2023 00:00;0,029000;0.116000;VALID
05.06.2023 00:15;0,014000;0.056000;VALID
05.06.2023 00:30;0,023000;0.092000;VALID
05.06.2023 00:45;0,027000;0.108000;VALID
05.06.2023 01:00;0,033000;0.132000;VALID
05.06.2023 01:15;0,029000;0.116000;VALID
05.06.2023 01:30;0,015000;0.060000;VALID
05.06.2023 01:45;0,020000;0.080000;VALID
05.06.2023 02:00;0,042000;0.168000;VALID
05.06.2023 02:15;0,050000;0.200000;VALID
05.06.2023 02:30;0,045000;0.180000;VALID
05.06.2023 02:45;0,030000;0.120000;VALID
05.06.2023 03:00;0,017000;0.068000;VALID
05.06.2023 03:15;0,029000;0.116000;VALID
05.06.2023 03:30;0,028000;0.112000;VALID
05.06.2023 03:45;0,030000;0.120000;VALID
05.06.2023 04:00;0,024000;0.096000;VALID
05.06.2023 04:15;0,014000;0.056000;VALID
05.06.2023 04:30;0,025000;0.100000;VALID
05.06.2023 04:45;0,025000;0.100000;VALID
05.06.2023 05:00;0,026000;0.104000;VALID
05.06.2023 05:15;0,042000;0.168000;VALID
05.06.2023 05:30;0,205000;0.820000;VALID
05.06.2023 05:45;0,047000;0.188000;VALID
05.06.2023 06:00;0,054000;0.216000;VALID
05.06.2023 06:15;0,034000;0.136000;VALID
05.06.2023 06:30;0,265000;1.060000;VALID
05.06.2023 06:45;0,191000;0.764000;VALID
05.06.2023 07:00;0,094000;0.376000;VALID
05.06.2023 07:15;0,037000;0.148000;VALID
05.06.2023 07:30;0,041000;0.164000;VALID
05.06.2023 07:45;0,046000;0.184000;VALID
05.06.2023 08:00;0,057000;0.228000;VALID
05.06.2023 08:15;0,095000;0.380000;VALID
05.06.2023 08:30;0,047000;0.188000;VALID
05.06.2023 08:45;0,127000;0.508000;VALID
05.06.2023 09:00;0,011000;0.044000;VALID
05.06.2023 09:15;0,005000;0.020000;VALID
05.06.2023 09:30;0,017000;0.068000;VALID
05.06.2023 09:45;0,153000;0.612000;VALID
05.06.2023 10:00;0,059000;0.236000;VALID
05.06.2023 10:15;0,011000;0.044000;VALID
05.06.2023 10:30;0,003000;0.012000;VALID
05.06.2023 10:45;0,000000;0.000000;VALID
05.06.2023 11:00;0,003000;0.012000;VALID
05.06.2023 11:15;0,000000;0.000000;VALID
05.06.2023 11:30;0,000000;0.000000;VALID
05.06.2023 11:45;0,000000;0.000000;VALID
05.06.2023 12:00;0,000000;0.000000;VALID
05.06.2023 12:15;0,020000;0.080000;VALID
05.06.2023 12:30;0,002000;0.008000;VALID
05.06.2023 12:45;0,000000;0.000000;VALID
05.06.2023 13:00;0,010000;0.040000;VALID
05.06.2023 13:15;0,000000;0.000000;VALID
05.06.2023 13:30;0,008000;0.032000;VALID
05.06.2023 13:45;0,019000;0.076000;VALID
05.06.2023 14:00;0,013000;0.052000;VALID
05.06.2023 14:15;0,017000;0.068000;VALID
05.06.2023 14:30;0,017000;0.068000;VALID
05.06.2023 14:45;0,042000;0.168000;VALID
05.06.2023 15:00;0,056000;0.224000;VALID
05.06.2023 15:15;0,155000;0.620000;VALID
05.06.2023 15:30;0,387000;1.548000;VALID
05.06.2023 15:45;0,805000;3.220000;VALID
05.06.2023 16:00;0,442000;1.768000;VALID
05.06.2023 16:15;0,297000;1.188000;VALID
05.06.2023 16:30;0,166000;0.664000;VALID
05.06.2023 16:45;0,019000;0.076000;VALID
05.06.2023 17:00;0,009000;0.036000;VALID
05.06.2023 17:15;0,020000;0.080000;VALID
05.06.2023 17:30;0,039000;0.156000;VALID
05.06.2023 17:45;0,032000;0.128000;VALID
05.06.2023 18:00;0,042000;0.168000;VALID
05.06.2023 18:15;0,044000;0.176000;VALID
05.06.2023 18:30;0,166000;0.664000;VALID
05.06.2023 18:45;0,096000;0.384000;VALID
05.06.2023 19:00;0,030000;0.120000;VALID
05.06.2023 19:15;0,031000;0.124000;VALID
05.06.2023 19:30;0,034000;0.136000;VALID
05.06.2023 19:45;0,032000;0.128000;VALID
05.06.2023 20:00;0,043000;0.172000;VALID
05.06.2023 20:15;0,043000;0.172000;VALID
05.06.2023 20:30;0,031000;0.124000;VALID
05.06.2023 20:45;0,037000;0.148000;VALID
05.06.2023 21:00;0,061000;0.244000;VALID
05.06.2023 21:15;0,062000;0.248000;VALID
05.06.2023 21:30;0,051000;0.204000;VALID
05.06.2023 21:45;0,042000;0.168000;VALID
05.06.2023 22:00;0,022000;0.088000;VALID
05.06.2023 22:15;0,019000;0.076000;VALID
05.06.2023 22:30;0,028000;0.112000;VALID
05.06.2023 22:45;0,045000;0.180000;VALID
05.06.2023 23:00;0,038000;0.152000;VALID
05.06.2023 23:15;0,017000;0.068000;VALID
05.06.2023 23:30;0,015000;0.060000;VALID
05.06.2023 23:45;0,015000;0.060000;VALID
06.06.2023 00:00;0,025000;0.100000;VALID
06.06.2023 00:15;0,049000;0.196000;VALID
06.06.2023 00:30;0,049000;0.196000;VALID
06.06.2023 00:45;0,046000;0.184000;VALID
06.06.2023 01:00;0,026000;0.104000;VALID
06.06.2023 01:15;0,023000;0.092000;VALID
06.06.2023 01:30;0,026000;0.104000;VALID
06.06.2023 01:45;0,021000;0.084000;VALID
06.06.2023 02:00;0,015000;0.060000;VALID
06.06.2023 02:15;0,028000;0.112000;VALID
06.06.2023 02:30;0,036000;0.144000;VALID
06.06.2023 02:45;0,038000;0.152000;VALID
06.06.2023 03:00;0,021000;0.084000;VALID
06.06.2023 03:15;0,021000;0.084000;VALID
06.06.2023 03:30;0,032000;0.128000;VALID
06.06.2023 03:45;0,031000;0.124000;VALID
06.06.2023 04:00;0,049000;0.196000;VALID
06.06.2023 04:15;0,051000;0.204000;VALID
06.06.2023 04:30;0,031000;0.124000;VALID
06.06.2023 04:45;0,015000;0.060000;VALID
06.06.2023 05:00;0,015000;0.060000;VALID
06.06.2023 05:15;0,024000;0.096000;VALID
06.06.2023 05:30;0,175000;0.700000;VALID
06.06.2023 05:45;0,035000;0.140000;VALID
06.06.2023 06:00;0,041000;0.164000;VALID
06.06.2023 06:15;0,071000;0.284000;VALID
06.06.2023 06:30;0,136000;0.544000;VALID
06.06.2023 06:45;0,057000;0.228000;VALID
06.06.2023 07:00;0,108000;0.432000;VALID
06.06.2023 07:15;0,101000;0.404000;VALID
06.06.2023 07:30;0,079000;0.316000;VALID
06.06.2023 07:45;0,009000;0.036000;VALID
06.06.2023 08:00;0,019000;0.076000;VALID
06.06.2023 08:15;0,008000;0.032000;VALID
06.06.2023 08:30;0,008000;0.032000;VALID
06.06.2023 08:45;0,021000;0.084000;VALID
06.06.2023 09:00;0,013000;0.052000;VALID
06.06.2023 09:15;0,001000;0.004000;VALID
06.06.2023 09:30;0,092000;0.368000;VALID
06.06.2023 09:45;0,178000;0.712000;VALID
06.06.2023 10:00;0,000000;0.000000;VALID
06.06.2023 10:15;0,016000;0.064000;VALID
06.06.2023 10:30;0,002000;0.008000;VALID
06.06.2023 10:45;0,000000;0.000000;VALID
06.06.2023 11:00;0,000000;0.000000;VALID
06.06.2023 11:15;0,000000;0.000000;VALID
06.06.2023 11:30;0,000000;0.000000;VALID
06.06.2023 11:45;0,000000;0.000000;VALID
06.06.2023 12:00;0,001000;0.004000;VALID
06.06.2023 12:15;0,007000;0.028000;VALID
06.06.2023 12:30;0,003000;0.012000;VALID
06.06.2023 12:45;0,003000;0.012000;VALID
06.06.2023 13:00;0,000000;0.000000;VALID
06.06.2023 13:15;0,000000;0.000000;VALID
06.06.2023 13:30;0,000000;0.000000;VALID
06.06.2023 13:45;0,000000;0.000000;VALID
06.06.2023 14:00;0,000000;0.000000;VALID
06.06.2023 14:15;0,000000;0.000000;VALID
06.06.2023 14:30;0,000000;0.000000;VALID
06.06.2023 14:45;0,000000;0.000000;VALID
06.06.2023 15:00;0,000000;0.000000;VALID
06.06.2023 15:15;0,000000;0.000000;VALID
06.06.2023 15:30;0,000000;0.000000;VALID
06.06.2023 15:45;0,000000;0.000000;VALID
06.06.2023 16:00;0,001000;0.004000;VALID
06.06.2023 16:15;0,283000;1.132000;VALID
06.06.2023 16:30;0,076000;0.304000;VALID
06.06.2023 16:45;0,010000;0.040000;VALID
06.06.2023 17:00;0,001000;0.004000;VALID
06.06.2023 17:15;0,483000;1.932000;VALID
06.06.2023 17:30;1,594000;6.376000;VALID
06.06.2023 17:45;1,548000;6.192000;VALID
06.06.2023 18:00;1,602000;6.408000;VALID
06.06.2023 18:15;1,627000;6.508000;VALID
06.06.2023 18:30;1,206000;4.824000;VALID
06.06.2023 18:45;0,135000;0.540000;VALID
06.06.2023 19:00;0,006000;0.024000;VALID
06.06.2023 19:15;0,017000;0.068000;VALID
